evidence_id,evidence_type,product_name,model_name,manufacturer,kc_certification_number,recall_reason,corrective_action,publication_date,source,brand_name,business_type,legal_category,manufacturer_country,raw_source_row
KATS-RECALL-0440,recall,액체괴물(완구),WHITESLIMEBASE,㈜보아스린,CB064R1658-8001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,440
KATS-RECALL-0441,recall,액체괴물(완구),드래곤퍼티파랑,크리스탈팬시,CB065R0247-8001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,441
KATS-RECALL-0442,recall,액체괴물(완구),드래곤퍼티,크리스탈팬시,CB065R0247-8001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,442
KATS-RECALL-0443,recall,액체괴물(완구),향기나는수제슬라임RUBYSLIME,H코스메틱,CB064A139-9001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,완구>기타완구>기타,국내>아시아지역>대한민국,443
KATS-RECALL-0444,recall,액체괴물(완구),더욱더커진슬라임연구소2탄,팝콘F&T,CB064R1773-8002,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,444
KATS-RECALL-0445,recall,액체괴물(완구),코코슬라임,코코슬라임,CB062H037-8001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,완구>기타완구>기타,국내>아시아지역>대한민국,445
KATS-RECALL-0446,recall,액체괴물(완구),하비슬라임액티베이터,토단교재,CB061H291-8002,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,완구>기타완구>기타,국내>아시아지역>대한민국,446
KATS-RECALL-0447,recall,액체괴물(완구),SLKO슬라임-클리어,㈜슬코,CB062A032-9001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,완구>기타완구>기타,국내>아시아지역>대한민국,447
KATS-RECALL-0448,recall,액체괴물(완구),분홍무지개클리어슬라임,주식회사레인보우콘텐츠그룹,CB061H288-8001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,완구>기타완구>기타,국내>아시아지역>대한민국,448
KATS-RECALL-0449,recall,액체괴물(완구),미사밀크모짜렐라슬라임노랑,미래와사람,CB061R3952-8001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,449
KATS-RECALL-0450,recall,액체괴물(완구),미사밀크모짜렐라슬라임파랑,미래와사람,CB061R3952-8001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,450
KATS-RECALL-0451,recall,액체괴물(완구),미사밀크모짜렐라슬라임분홍,미래와사람,CB061R3952-8001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,451
KATS-RECALL-0452,recall,액체괴물(완구),미사밀크모짜렐라슬라임흰색,미래와사람,CB061R3952-8001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,452
KATS-RECALL-0453,recall,액체괴물(완구),미사밀크모짜렐라슬라임초록,미래와사람,CB061R3952-8001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,453
KATS-RECALL-0454,recall,액체괴물(완구),투명젤리몬스터,은혜사,CB061R2539-7001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,454
KATS-RECALL-0455,recall,액체괴물(완구),럭셔리수제슬라임2빨강,은혜사,CB061R2539-7001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,455
KATS-RECALL-0456,recall,액체괴물(완구),투명모짜렐라치즈젤리,은혜사,CB061R2539-7001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,456
KATS-RECALL-0457,recall,액체괴물(완구),눈부신유리젤리,은혜사,CB061R2539-7001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,457
KATS-RECALL-0458,recall,액체괴물(완구),럭셔리수제슬라임2검정,은혜사,CB061R2539-7001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,458
KATS-RECALL-0459,recall,액체괴물(완구),소확행수제퍼티슬라임노랑,해바라기,CB061R3017-7001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,459
KATS-RECALL-0460,recall,액체괴물(완구),소확행수제퍼티슬라임보라,해바라기,CB061R3017-7001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,460
KATS-RECALL-0461,recall,액체괴물(완구),소확행수제퍼티슬라임,해바라기,CB061R3017-7001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,완구>기타완구>기타,국내>아시아지역>대한민국,461
KATS-RECALL-0462,recall,액체괴물(완구),당근슬라임,㈜모던트레이드,CB061R3124-7001A,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,462
KATS-RECALL-0463,recall,액체괴물(완구),당근파츠슬라임,㈜모던트레이드,CB061R3124-7001A,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,463
KATS-RECALL-0464,recall,액체괴물(완구),flydnedeslimliquidslime(보라+분홍),플라잉타이거코리아주식회사,CB064R1213-8047,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,464
KATS-RECALL-0465,recall,액체괴물(완구),flydnedeslimliquidslime(하늘+분홍),플라잉타이거코리아주식회사,CB064R1213-8047,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,465
KATS-RECALL-0466,recall,액체괴물(완구),사랑에빠진진주,(주)도너랜드,CB063H024-6005,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,완구>기타완구>기타,국내>아시아지역>대한민국,466
KATS-RECALL-0467,recall,액체괴물(완구),몬스터액괴-2색no.4,(주)도너랜드,CB063H024-6005,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,완구>기타완구>기타,국내>아시아지역>대한민국,467
KATS-RECALL-0468,recall,액체괴물(완구),몬스터액괴(투명반짝이),(주)도너랜드,CB063H024-6005,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,완구>기타완구>기타,국내>아시아지역>대한민국,468
KATS-RECALL-0469,recall,액체괴물(완구),몬스터액괴(분홍),(주)도너랜드,CB063H024-6005,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,완구>기타완구>기타,국내>아시아지역>대한민국,469
KATS-RECALL-0470,recall,액체괴물(완구),몬스터액괴2색No.3,(주)도너랜드,CB063H024-6005,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,완구>기타완구>기타,국내>아시아지역>대한민국,470
KATS-RECALL-0471,recall,액체괴물(완구),쉐이빙폼슬라임-분홍색,하늘무역,CB063R2734-8001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,471
KATS-RECALL-0472,recall,액체괴물(완구),쉐이빙폼슬라임-흰색,하늘무역,CB063R2734-8001,유해물질 | 명령에따른리콜,교환수거,2019-11-09,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,완구>기타완구>기타,국내>아시아지역>대한민국,472
KATS-RECALL-0473,recall,내의류(아동용섬유제품),히트인할로윈긴팔상하세트(89A29-714-30BK-120),서양네트웍스,비대상,유해물질 | 명령에따른리콜,교환수거,2019-10-28,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),laughingchild,수입,아동용섬유제품>내의류>잠옷류,국내>아시아지역>대한민국,473
KATS-RECALL-0474,recall,중의류(아동용섬유제품),할로윈해골튜튜드레스,㈜유에스어페럴,비대상,유해물질 | 명령에따른리콜,교환수거,2019-10-28,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),laughingchild,수입,아동용섬유제품>중의류>기타,국내>아시아지역>대한민국,474
KATS-RECALL-0475,recall,전지(전자담배용),,명문이지팜,XU101273-17001A,화재및화상 | 명령에따른리콜,교환수거,2019-10-22,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,정보·통신·사무기기>전지(충전지만해당)>전지,국내>아시아지역>대한민국,475
KATS-RECALL-0476,recall,직류전원장치,BX-0800400,홈케어(주),HU10584-15006C,감전 | 명령에따른리콜,교환수거,2019-10-22,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,정보통신사무기기>직류전원장치>직류전원장치,국내>아시아지역>대한민국,476
KATS-RECALL-0477,recall,직류전원장치,GI90-4200200,(주)클라이블,HU10987-18002A,감전 | 명령에따른리콜,교환수거,2019-10-22,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,정보통신사무기기>직류전원장치>직류전원장치,국내>아시아지역>대한민국,477
KATS-RECALL-0478,recall,악어랑원숭이캔들홀더,,플라잉타이거코리아주식회사,,화재및화상 | 자발적리콜,수거환불파기제조유통금지,2019-11-15,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),플라잉타이거코펜하겐,수입,기타생활용품>,국내>아시아지역>대한민국,478
KATS-RECALL-0479,recall,전지(전지),BLB-G40S,(주)가온셀,XN100002-19004,화재및화상 | 명령에따른리콜,,2021-07-28,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,제조,정보·통신·사무기기>전지(충전지만해당)>전지,,479
KATS-RECALL-0480,recall,전지(전지),EN6000,빅트,ZH10118-19001,화재및화상 | 명령에따른리콜,,2021-07-28,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,제조,정보·통신·사무기기>전지(충전지만해당)>전지,,480
KATS-RECALL-0481,recall,완구,DIY쥬얼리아트,주식회사클럽타이콘,CB063R3180-20003<br>(인증모델:윈도우아트),유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,수입,어린이>완구,,481
KATS-RECALL-0482,recall,완구,12색도장싸인펜세트,㈜점프,CB063R4391-0001<br>(인증모델:스탬프),유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,수입,어린이>완구,,482
KATS-RECALL-0483,recall,어린이용스케이트보드,흔한남매롱보드,제이에스무역㈜,CB041R036-0001<br>(인증모델:흔한남매롱보드),유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,수입,어린이>어린이용스케이트보드,,483
KATS-RECALL-0484,recall,가정용섬유제품,특가카르닉차량용에어매트+차량용펌프,㈜신세계코리아,,유해물질 | 명령에따른리콜,,2021-06-28,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,수입,섬유>가정용섬유제품>의류이외의섬유제품,,484
KATS-RECALL-0485,recall,유아용섬유제품,베리윈드점퍼/01O355002,㈜아가방앤컴퍼니,CB014R1341-0051<br>(인증모델:CJ-049),질식 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),아가방,수입,어린이>유아용섬유제품,,485
KATS-RECALL-0486,recall,유아용섬유제품,츄츄데일리5부아기레깅스(페일핑크),(주)해피프린스,CB015A0227-8002<br>(인증모델:HKS2-01LE08),유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),해피프린스,제조,어린이>유아용섬유제품,,486
KATS-RECALL-0487,recall,유아용섬유제품,몽슈레폼폼방수기저귀매트,주식회사테드(TedCo.,CB014C026-0001<br>(인증모델:폼폼방수매트),유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),몽슈레,제조,어린이>유아용섬유제품,,487
KATS-RECALL-0488,recall,블랙),SWATCOMPVEST(남자-XL,명령에따른리콜,B021R075-20001,질식,,2021-06-28,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),스포츠용구명복(부력보조복),,수입,,488
KATS-RECALL-0489,recall,블랙),SWATCOMPVEST(남자-L,명령에따른리콜,B021R075-20001,질식,,2021-06-28,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),스포츠용구명복(부력보조복),,수입,,489
KATS-RECALL-0490,recall,블랙),SWATCOMPVEST(남자-M,명령에따른리콜,B021R075-20001,질식,,2021-06-28,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),스포츠용구명복(부력보조복),,수입,,490
KATS-RECALL-0491,recall,유아용섬유제품,슈슈미아방지가방_팝아트옐로우,(주)리플스인터내셔날,CB014A370-7001<br>(인증모델:미아방지가방),유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),두잇,제조,어린이>유아용섬유제품,,491
KATS-RECALL-0492,recall,유아용섬유제품,beniecheckfrillromper,㈜위베네베네,CB014A461-8014<br>(인증모델:Bene_Boy),질식 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),베네베네,제조,어린이>유아용섬유제품,,492
KATS-RECALL-0493,recall,A41PINK/WHITE,ROLLERPOP,명령에따른리콜,,기타,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),어린이용바퀴달린운동화,,수입,,493
KATS-RECALL-0494,recall,아동용섬유제품,Milkyballoondress,㈜위베네베네,,질식 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),베네베네,제조,어린이>아동용섬유제품,,494
KATS-RECALL-0495,recall,아동용섬유제품,BBSR9213K,㈜제이플러스교역,,유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),바비,제조,어린이>아동용섬유제품,,495
KATS-RECALL-0496,recall,어린이용장신구,라푼젤왕관티아라귀걸이머리띠,장미공주,,유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),장미공주,제조,어린이>어린이용장신구,,496
KATS-RECALL-0497,recall,어린이용장신구,백설공주머리핀여아머리핀아동머리핀_P087122368,행도씨,,유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),행도씨,제조,어린이>어린이용장신구,,497
KATS-RECALL-0498,recall,어린이용장신구,블루밍피치버드핀세트피치프리,주식회사더그로우,,유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),블루밍,수입,어린이>어린이용장신구,,498
KATS-RECALL-0499,recall,어린이용장신구,채니봉봉코이다크핑크헤어핀세트,㈜채니봉봉,,유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),채니봉봉,제조,어린이>어린이용장신구,,499
KATS-RECALL-0500,recall,어린이용장신구,후르츠팝똑딱핀5SET,㈜리틀킹,,유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),리틀킹,수입,어린이>어린이용장신구,,500
KATS-RECALL-0501,recall,어린이용장신구,시크릿쥬쥬별의여신(팔찌),㈜라엘코리아,,유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,수입,어린이>어린이용장신구,,501
KATS-RECALL-0502,recall,어린이용바퀴달린운동화,THUNDER/JUPITER,케이엔에이치,,기타 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>어린이용바퀴달린운동화,,502
KATS-RECALL-0503,recall,어린이용바퀴달린운동화,휠리스스파크,(주)동양유통,,유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),.,수입,어린이>어린이용바퀴달린운동화,,503
KATS-RECALL-0504,recall,어린이용바퀴달린운동화,RH17023,동방레포츠㈜,,기타 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,수입,어린이>어린이용바퀴달린운동화,,504
KATS-RECALL-0505,recall,어린이용바퀴달린운동화,ZLS-1,에스티,,기타 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,수입,어린이>어린이용바퀴달린운동화,,505
KATS-RECALL-0506,recall,어린이용바퀴달린운동화,YX166,(주)바이오쉴드,,유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>어린이용바퀴달린운동화,,506
KATS-RECALL-0507,recall,어린이용우산및양산,DZ0037,㈜윙하우스,,유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),.,수입,어린이>어린이용우산및양산,,507
KATS-RECALL-0508,recall,유모차,올뉴지니2.0,주식회사상생플래닛,CB131R230-0001<br>(인증모델:올뉴지니2.0),낙상 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,수입,어린이>유모차,,508
KATS-RECALL-0509,recall,완구,뽀로로아쿠아스티커,주식회사원더키드(WONDERKID.CO.LTD),CB063R024-8001<br>(인증모델:뽀로로한글척척아쿠아스티커),유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,수입,어린이>완구,,509
KATS-RECALL-0510,recall,완구,운전대놀이노랑(KBP2085),한국교육시스템주식회사,CB063R3895-20003<br>(인증모델:KesB플레이-역할놀이2),유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,수입,어린이>완구,,510
KATS-RECALL-0511,recall,완구,아리부바레인보우블록,주식회사리틀아티스트,CB061A260-8001<br>(인증모델:아리부바블록),유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,제조,어린이>완구,,511
KATS-RECALL-0512,recall,완구,골프놀이세트,(주)비앤씨,CB063H006-9014<br>(인증모델:골프놀이세트),유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,제조,어린이>완구,,512
KATS-RECALL-0513,recall,완구,워터슬라이드블록,베베비치,CB061R5922-0001<br>(인증모델:워터슬라이드블록),유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),.,수입,어린이>완구,,513
KATS-RECALL-0514,recall,완구,GX-T405,세아무역(SEAHTRADE),B361R5883-5001<br>(인증모델:GX-T405),유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,수입,어린이>완구,,514
KATS-RECALL-0515,recall,완구,뽀로로멜로디포크레인붕붕카,(주)지나월드,CB065R1002-0001<br>(인증모델:포크레인붕붕카),유해물질 | 명령에따른리콜,,2021-06-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),.,수입,어린이>완구,,515
KATS-RECALL-0516,recall,수납가구(어린이용가구),DPSCA-001(디럭스유아수납장),(주)쁘띠엘린,,자발적리콜,교환,2021-06-15,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),세이지폴,판매,어린이>어린이용가구,국내>아시아지역>대한민국,516
KATS-RECALL-0517,recall,일반조명기구,DWE-F1536SC,(주)글로벌엘이디,HH111091-17002A,감전 | 명령에따른리콜,교환,2021-05-25,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),잼,제조,조명기기>일반조명기구>LED등기구,국내>아시아지역>대한민국,517
KATS-RECALL-0518,recall,일반조명기구,TW-SSL15W,(주)티더블유라이팅(TWlightingCo.Ltd),HD11244-18004A,감전 | 명령에따른리콜,교환,2021-05-25,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,제조,조명기기>일반조명기구>LED등기구,,518
KATS-RECALL-0519,recall,일반조명기구,3C-SCB055DC70,(주)쓰리씨라이팅인더스,HH11947-17026,감전 | 명령에따른리콜,교환,2021-05-25,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,제조,조명기기>일반조명기구>LED등기구,국내>아시아지역>대한민국,519
KATS-RECALL-0520,recall,일반조명기구,LED센서,삼주조명,HH11475-14014A,감전 | 명령에따른리콜,교환,2021-05-25,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,제조,조명기기>일반조명기구>LED등기구,국내>아시아지역>대한민국,520
KATS-RECALL-0521,recall,일반조명기구,KJ-LR100T,광진조명,HH11209-17013A,감전 | 명령에따른리콜,교환,2021-05-25,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,제조,조명기기>일반조명기구>LED등기구,국내>아시아지역>대한민국,521
KATS-RECALL-0522,recall,일반조명기구,BL-SYSLEN100,㈜비스코엘이디조명,JH11556-20002,감전 | 명령에따른리콜,교환,2021-05-25,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,제조,조명기기>일반조명기구>LED등기구,국내>아시아지역>대한민국,522
KATS-RECALL-0523,recall,일반조명기구,AD-FLD-35W,주식회사갈릴리,JL11066-19002A,감전 | 명령에따른리콜,교환,2021-05-25,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,제조,조명기기>일반조명기구>LED등기구,국내>아시아지역>대한민국,523
KATS-RECALL-0524,recall,일반조명기구,SP-LEDBD-BT50W,주식회사송풍조명,JH11789-16003,감전 | 명령에따른리콜,교환,2021-05-25,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,제조,조명기기>일반조명기구>LED등기구,국내>아시아지역>대한민국,524
KATS-RECALL-0525,recall,일반조명기구,HLED-6S15,케이알큐엘이디(주),JH11414-17003A,감전 | 명령에따른리콜,교환,2021-05-25,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,제조,조명기기>일반조명기구>LED등기구,국내>아시아지역>대한민국,525
KATS-RECALL-0526,recall,변압기및전압조정기,DL-200,대림테크,HD06009-18003A,감전 | 명령에따른리콜,교환,2021-05-25,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,제조,절연변압기>변압기및전압조정기>가정용소형변압기,국내>아시아지역>대한민국,526
KATS-RECALL-0527,recall,안정기및램프제어장치,LGT-LC20,(주)엘이디그린티,HH11863-16009B,감전 | 명령에따른리콜,교환,2021-05-25,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,제조,조명기기>안정기및램프제어장치>조명기구용컨버터(LED전원공급장치포함),국내>아시아지역>대한민국,527
KATS-RECALL-0528,recall,안정기및램프제어장치,SW-4836JC-50W,(주)세미웰전자,JH11779-17012,감전 | 명령에따른리콜,교환,2021-05-25,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),일반조명기구19번,제조,조명기기>안정기및램프제어장치>조명기구용컨버터(LED전원공급장치포함),국내>아시아지역>대한민국,528
KATS-RECALL-0529,recall,직류전원장치,VGP-AC19V36,(주)한국미디어시스템,SU10462-9026,화재및화상 | 명령에따른리콜,교환,2021-05-25,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,수입,정보통신사무기기>직류전원장치>직류전원장치,국내>아시아지역>대한민국,529
KATS-RECALL-0530,recall,직류전원장치,UW109,주식회사조아무역,HU101071-19001A,화재및화상 | 명령에따른리콜,교환,2021-05-25,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,수입,정보통신사무기기>직류전원장치>직류전원장치,,530
KATS-RECALL-0531,recall,고령자용보행차,ZBW003,(주)진산메디칼,B201R027-18001,낙상 | 명령에따른리콜,수거,2021-05-26,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),진산메디칼,수입,생활용품>고령자용보조차>고령자용보조차,,531
KATS-RECALL-0532,recall,백열등기구,완자단스탠드,백운조명,,감전 | 명령에따른리콜,교환,2021-05-26,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),-,제조,조명기기>백열등기구>백열등기구·전기스탠드,국내>아시아지역>대한민국,532
